stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id
938,"LUDEB01","Luboń/Dębiecka",52.3531999753,16.9016322504,B
3602,"LUJPA03","Luboń/Jana Pawła II",52.3455515078,16.8825064483,B
2081,"CDPAR01","Ceradz Dolny/Parkowa",52.4211889100,16.5714042800,C
2208,"CESZK01","Czerwonak/Szkolna",52.4622358177,16.9827250613,B
508,"LUSZ01","Lutycka Szpital",52.4412379000,16.9072570100,A
1089,"SSKA02","Szymborska",52.3930640200,16.8885300600,A
1557,"OLIW01","Oliwkowa",52.3598241300,17.0193553100,A
694,"DOOSR01","Dopiewo/Ośrodek Zdrowia",52.3591770600,16.6825271300,C
2577,"PVOKR01","Pólko/Okrężna",52.5242041571,16.4611780134,C
954,"KOJAL02","Komorniki/Jałowcowa",52.3341394829,16.8299252499,B
134,"ROSR43","Rondo Śródka",52.4095338300,16.9562091400,A
2606,"KDREJ01","Kórnik/Reja",52.2529472800,17.0821979700,C
222,"OSTY41","Os. Tysiąclecia",52.3922581500,16.9722808200,A
2388,"SDCYB02","Swarzędz/Cybińska",52.4167290000,17.0884440000,B
1006,"CEDZ01","Cedzyńska",52.3675095800,16.8491513400,A
672,"SKGIM01","Skórzewo/Kozierowskiego Szkoła",52.3906001200,16.7780093800,B
1365,"ZAKL01","Zaklikowska",52.3486860100,16.9411966200,A
1920,"ZOLIP02","Złotkowo/Lipowa",52.5071870500,16.8349642400,B
2207,"CEPKM01","Czerwonak/PKM",52.4689475100,16.9800592000,B
1079,"CZNZ01","Częstochowska",52.3841036300,16.8830213000,A
1096,"PALM02","Palmiarnia",52.4011323300,16.9000809700,A
2410,"BOPAL01","Bolechowo/Pałac",52.5442364500,16.9905190200,C
3160,"OSTY02","Os. Tysiąclecia",52.3921470000,16.9719400000,A
3030,"RZRZI01","Radzewice/I",52.2205808501,16.9757299762,C
1197,"KZSZK04","Koziegłowy/Szkoła",52.4466153423,16.9905465699,B
2155,"CZWAR02","Czapury/Warta",52.3102736200,16.9104145500,B
2844,"JAWO01","Jawornicka",52.3871280000,16.8587280000,A
1938,"PMCME02","Przeźmierowo/Cmentarz",52.4170043100,16.7881303600,B
2428,"LOPOP02","Łowęcin/II (Poprzeczna)",52.4198480000,17.1415980000,C
2084,"GBWIE01","Grzebienisko/Wierzbowa",52.4329071300,16.5316423700,C
4326,"ZBZBI02","Żabinko/I",52.1983229128,16.8769280893,C
554,"PUSA02","Puszkina",52.4527483700,16.8649292500,A
276,"ZOCED02","Złotkowo/Cedrowa",52.5088791200,16.8369692000,B
3596,"LUWPL03","Luboń/Wojska Polskiego",52.3430708833,16.8759245750,B
4388,"KDTFP02","Kórnik/TFP",52.2570018862,17.0844932184,C
1241,"SDPRZ01","Swarzędz/Przybylskiego",52.4011260698,17.0557454849,B
2591,"MLMLO02","Młodasko/",52.4764830000,16.5425920000,C
1958,"SWWIA02","Swadzim/Wiadukt",52.4400425900,16.7560702000,B
1660,"STOI03","Stoińskiego",52.4509892700,16.9263428300,A
2371,"PTKOG01","Potasze/Klub Kogucik",52.5201849800,17.0047475200,C
2883,"KVWIA02","Krzyżowniki/Wiadukt",52.3109020000,17.1405273400,B
1989,"ZKZAK01","Zakrzewo/Zakrzewska",52.4057159600,16.7088567200,C
3577,"KLIM01","Klimontowska",52.3390023579,16.9212155370,A
3528,"DELES01","Dębogóra/Leśna",52.4973436532,17.0924032724,C
932,"LUWPL01","Luboń/Wojska Polskiego",52.3426829913,16.8749653334,B
616,"PLOT01","Przelot",52.4262619600,16.8599110000,A
3095,"RAKO04","Rakoniewicka",52.3779401929,16.8827278117,A
1231,"SCDZ02","Schronisko Dla Zwierząt",52.3891142900,17.0251558600,A
1080,"GORC30","Górczyn PKM",52.3818397800,16.8814533600,A
765,"MARC03","Marcelińska",52.4039261400,16.8753788800,A
1069,"TACZ02","Taczanowskiego",52.3915854300,16.8677131200,A
2176,"ZSNZ02","Żerniki/Skrzyżowanie",52.3268396556,17.0426260111,B
1465,"OJAG02","Os. Jagiellońskie",52.3940101100,16.9564066300,A
1754,"GLSTW04","Głuchowo/Stawna",52.3465437186,16.7688141799,C
1671,"LUNIE02","Luboń/Niepodległości",52.3489519922,16.8908887443,B
4385,"TBSKR02","Trzebisławki/Skrzyżowanie",52.2623070248,17.1670913007,C
3076,"LUZSK03","Luboń/Zespół Szkół",52.3482935634,16.8972492541,B
2352,"MACEN02","Markowice/Centrum",52.3032131300,17.2239257500,B
2464,"SDPAD01","Swarzędz/Hala",52.4092700000,17.0689230000,B
3681,"PRSOS02","Promnice/Sosnowa",52.5449785500,16.9656800800,C
4061,"PLSTS01","Plewiska/Szkoła Nr 2",52.3734100000,16.8088000000,B
314,"SLKRA01","Suchy Las/Krańcowa",52.4813058000,16.8860568100,B
632,"KLRA02","Kolorowa",52.4118094600,16.8650660500,A
241,"TRAU45","Traugutta",52.3856225400,16.9148690100,A
671,"SKOSM01","Skórzewo/Os. Makowe",52.3895040000,16.7810874900,B
3716,"DHWIA02","Dachowa/Wiatrakowa",52.3022397800,17.0878213600,B
1786,"COSZK02","Chomęcice/Szkoła",52.3336077300,16.7408126300,C
1294,"BRDSZ01","Borówiec/Deszczowa",52.2806415700,17.0382476200,B
3937,"CEBLE01","Czerwonak/Błękitna",52.4646902000,16.9974923500,B
535,"LUDO02","Lutycka/Dojazd",52.4408859400,16.9015685900,A
652,"BRZE02","Brzechwy",52.4077735600,16.8440425500,A
1741,"PLRYN02","Plewiska/Rynek",52.3694412800,16.8137228500,B
19,"NADW42","Nad Wierzbakiem",52.4213126600,16.9081035700,A
576,"NJEZ01","Nad Jeziorem",52.4732931600,16.7943800500,A
1764,"PLSKO02","Plewiska/Szkolna",52.3572488300,16.8070922200,B
1093,"SOEJ01","Sczanieckiej",52.3949794400,16.8969889800,A
4392,"RBWIE04","Robakowo/Wiejska",52.3102955405,17.0748122568,B
3996,"SWWA02","Św. Wawrzyńca",52.4188339270,16.9019274017,A
3314,"WYWIE02","Wysogotowo/Wierzbowa",52.4143400831,16.7777277482,B
2190,"OWPKM02","Owińska/PKM",52.5120028900,16.9868849400,C
1939,"PMKRA02","Przeźmierowo/Krańcowa",52.4210581653,16.7876891035,B
3029,"RZRZI02","Radzewice/I",52.2197667318,16.9765416422,C
432,"RDWA02","Rdestowa",52.4892888700,16.9417493000,A
1319,"BBOSZ01","Babki/Ośrodek Zdrowia",52.3136827700,16.9360199100,B
3545,"KBKIE02","Kobylniki/Kierska",52.4725444550,16.7520348303,B
1381,"SWAN04","Św. Antoniego",52.3645619996,16.9293026818,A
1934,"PMBRZ02","Przeźmierowo/Brzozowa",52.4198320000,16.7748030000,B
1415,"OAK01","Os. Armii Krajowej",52.3815993700,16.9517949900,A
3719,"DHOKE02","Dachowa/Okrężna",52.3040413400,17.0977596500,B
2845,"JAWO02","Jawornicka",52.3878030000,16.8580220000,A
1476,"LI02","Os. Lecha I",52.3879597900,16.9684768100,A
2209,"CESZK02","Czerwonak/Szkolna",52.4643364200,16.9817766500,B
2750,"DHKLO01","Dachowa/Klonowa",52.2961681100,17.0990619100,B
2423,"LOLIP02","Łowęcin/Lipowa",52.4136140000,17.1214650000,C
3222,"KNSZM02","Konarzewo/Szmaragdowa",52.3454973866,16.7182990404,C
3913,"KDPOP02","Kórnik/Poprzeczna",52.2505209837,17.0850097331,C
788,"WINI02","Os. Winiary",52.4347906600,16.9087822900,A
599,"BRAN01","Braniewska",52.4352589000,16.8216492500,A
1676,"ROLN04","Rolna",52.3838415000,16.9182885600,A
4075,"ROSK04","Rondo Skubiszewskiego",52.3908547782,16.8534635635,A
24,"ALSO41","Aleje Solidarności",52.4359483100,16.9202087300,A
3136,"JAII01","Jasielska II",52.4442310000,16.8928590000,A
2659,"DZSLO02","Dziećmierowo/Słoneczna",52.2655506800,17.0977719700,C
1257,"DYMK03","Dymka",52.3932683700,16.9906881700,A
3116,"CEPKM03","Czerwonak/PKM",52.4687487106,16.9796259730,B
2064,"LKSZA01","Lusówko/Szantowa",52.4395156300,16.6443722900,C
2994,"RETM02","Retmańska",52.4784083265,16.7699357547,A
1000,"TRZE02","Trzebińska",52.3681974400,16.8424564600,A
3004,"MOJAS02","Mosina/Śremska/Jasna",52.2287573880,16.8519730496,C
2466,"SDPIA02","Swarzędz/Piaski",52.4076060000,17.0759670000,B
755,"POLN01","Polna Szpital",52.4090092300,16.8935784100,A
1611,"CZ I02","Os. Czecha I",52.3824873200,16.9819436900,A
2544,"GAPET01","Garby Wielkie/Pętla",52.3722850000,17.0740970000,C
3816,"COWSP02","Chomęcice/Wspólna",52.3293482600,16.7644016700,C
2545,"GATUL02","Garby Wielkie/Tulecka",52.3703510000,17.0738340000,C
4102,"MACZ01","Maczka",52.4237505141,16.9134678163,A
619,"PONZ01","Polska",52.4186600000,16.8729303300,A
926,"LUOKR01","Luboń/Okrzei",52.3464174385,16.8869779900,B
1108,"OZIM02","Ozimina",52.4277672700,16.9236348800,A
123,"WROC72","Wrocławska",52.4056098100,16.9323084800,A
377,"SOSZ01","Os. Sobieskiego Szkoła",52.4657475600,16.9065992000,A
158,"KORN41","Kórnicka",52.3987998700,16.9520989000,A
499,"SUSZ01","Suszki",52.4468964900,16.9140589000,A
2059,"JNPRZ02","Jankowice/Przemysłowa",52.4544493200,16.6403263800,C
286,"ZLWIE01","Złotniki/Wieś",52.4867062600,16.8311198800,B
3556,"JUST01","Junikowo PKM",52.3776000000,16.8236000000,A
1254,"ZELA02","Żelazna",52.3923997500,16.9985012200,A
591,"KRZY01","Krzyżowniki",52.4418011800,16.8075931300,A
2592,"BVBYT02","Bytyń/",52.4873340000,16.5044950000,C
2537,"ZAHSZ02","Zalasewo/Heweliusza Szkoła",52.3848580000,17.0687360000,B
867,"MODEB01","Mosina/Dębowa",52.2380174884,16.8446090255,C
291,"ZLZLO02","Złotniki/Złotnicka",52.4856637100,16.8546857500,B
2462,"SDDDW01","Swarzędz/Działkowa II",52.4093760000,17.0570010000,B
1750,"GSSZK01","Gołuski/Szkolna",52.3580989700,16.7530514700,C
1592,"PAMI72","Pamiątkowa",52.3871940000,16.9164910000,A
117,"FRRY41","Fredry",52.4093200000,16.9192700000,A
2086,"GBPET01","Grzebienisko/Pętla",52.4334174800,16.5257196800,C
870,"MODLU02","Mosina/Długa",52.2353771098,16.8423068456,C
3888,"UNLU42","Unii Lubelskiej",52.3725317100,16.9500370600,A
3179,"DOWDW01","Dopiewo/Więckowska II",52.3732438629,16.6596524835,C
1924,"WYWAR01","Wysogotowo/Warzywna",52.4012508100,16.7911788600,B
1190,"KZTJE01","Koziegłowy/Taczaka I",52.4476466600,17.0011361900,B
1136,"KATE01","Katedra",52.4100161100,16.9481008200,A
2142,"KXPIS01","Koninko/Pisarska",52.3068920832,17.0139077927,B
2159,"CZSTA02","Czapury/Stacja Energetyczna",52.3312441200,16.9111392100,B
1263,"KURL02","Kurlandzka",52.3917866300,16.9838163500,A
2063,"LKSZA02","Lusówko/Szantowa",52.4394964500,16.6444631900,C
1195,"KZPLY01","Koziegłowy/Pływalnia",52.4481182441,16.9922879623,B
401,"STOI01","Stoińskiego",52.4517639100,16.9276784100,A
550,"STGR02","Strzeszyn Grecki",52.4467820000,16.8742410000,A
539,"PDNZ02","Podolańska",52.4357155201,16.8871403232,A
4069,"ZEGL03","Żeglarska",52.3567080866,16.9247130796,A
2611,"KDPRO02","Kórnik/Prowent",52.2414215300,17.0896092300,C
1957,"SWWIA01","Swadzim/Wiadukt",52.4410449100,16.7532104500,B
1736,"PLPOD02","Plewiska/Podgórna",52.3665765900,16.8247110000,B
1056,"OPOL01","Opolska",52.3673960500,16.8956850100,A
4408,"CMOSR02","Czmoń/Os. Radosne",52.1886652912,17.0499900352,C
1454,"NADW01","Nad Wierzbakiem",52.4207927400,16.9083536100,A
3042,"BABAR02","Baranowo./",52.2130542100,16.9215844800,C
483,"WISE01","Wilczak/Serbska",52.4314715500,16.9517450500,A
1103,"OPL01","Os. Pod Lipami",52.4312643600,16.9366546100,A
1001,"KOWA02","Kowalewicka",52.3686819800,16.8458259200,A
55,"LUSZ42","Lutycka Szpital",52.4397183900,16.9099956200,A
1743,"PLSKR02","Plewiska/Skryta",52.3717857300,16.8170255900,B
852,"MOKRA01","Mosina/Krasickiego Limaro",52.2324924100,16.8353117600,C
364,"STRO02","Stróżyńskiego",52.4517175200,16.9038872100,A
4079,"GRMEC01","Gruszczyn/Mechowska",52.4296028792,17.0706211088,B
2184,"OWKSP01","Owińska/Ks. Piotrowskiego",52.5170894900,16.9744112600,C
1503,"RUSA02","Os. Rusa",52.3886043400,16.9913986800,A
9,"SOLA41","Sołacz",52.4235161000,16.9034093800,A
424,"RUMA01","Rumiankowa",52.4750613500,16.9464343200,A
2366,"TZWIE02","Trzaskowo/Wieś",52.5339625800,17.0202455900,C
2757,"SYLES02","Skrzynki/Leśna",52.2744964970,17.0603793598,B
4372,"SUSZK02","Słupia Wielka/Szkoła",52.2207708088,17.2131053834,C
4264,"SZWIE02","Szreniawa/Wieś",52.3142600000,16.7945800000,C
2045,"RUNOW01","Rumianek/Nowa I",52.4629465300,16.6376637100,C
2829,"LUPOL02","Luboń/Polna",52.3216956670,16.8731206379,B
638,"LESK02","Leśnych Skrzatów",52.4121380000,16.8519410000,A
3717,"DHWIA01","Dachowa/Wiatrakowa",52.3023393500,17.0880401100,B
448,"BURY01","Burysława",52.4587803100,16.9468127400,A
477,"WLOD02","Włodarska",52.4354973500,16.9470342300,A
1009,"KOWI01","Kowalewicka Wiadukt",52.3610670800,16.8540189100,A
518,"TULO02","Tułodzieckiej",52.4519531800,16.8876748900,A
2196,"OWOGR02","Owińska/Gospodarstwo Ogrodnicze",52.5030195600,16.9760676800,C
1857,"PBKOL02","Przybroda/Kolejowa",52.5205479100,16.6630105800,B
165,"PLBE71","Pl. Bernardyński",52.4043220400,16.9370106900,A
1525,"SANT01","Sanocka",52.3611045100,16.9794658700,A
400,"STOI04","Stoińskiego",52.4507071500,16.9287427700,A
384,"SZLI01","Szeligowskiego",52.4627051200,16.9179703700,A
3198,"SKGRA02","Skórzewo/Os. Grafitowe",52.3950000000,16.7637000000,B
3666,"DZDB02","Dojazd Biocentrum",52.4331409323,16.8993595857,A
50,"POLA42","Połabska",52.4348514000,16.9323765300,A
1055,"OPOL02","Opolska",52.3673783800,16.8970541200,A
1366,"ZAKL02","Zaklikowska",52.3494241300,16.9415749700,A
585,"REKR01","Rekreacyjna",52.4641255700,16.8004320300,A
2375,"PTWIE01","Potasze/Wierzbowa",52.5236765300,17.0251506100,C
1355,"TARN02","Tarnobrzeska",52.3452016400,16.9183718600,A
312,"SLDZI01","Suchy Las/Teren Aktywnej Edukacji i Sportu",52.4866868400,16.8796299900,B
1265,"ZIEL01","Zieliniec",52.4150040000,17.0446980000,A
504,"PIAT01","Piątkowska",52.4416282200,16.9125521600,A
530,"STNZ02","Instytut Genetyki",52.4471560000,16.8980240000,A
1916,"SOKAS01","Sobota/Kasztanowa",52.5209760900,16.8035649400,B
3701,"KOKRY02","Komorniki/Kryształowa",52.3478390000,16.7833010000,B
2012,"CYCDR02","Chyby/Cedrowa",52.4524170000,16.7740000000,B
610,"WICH01","Wichrowa",52.4322530000,16.8100220200,A
2247,"BLSTB02","Bylin/Stacja benzynowa",52.3276985100,17.1605748200,B
360,"LEGO02","Łęgowskiego",52.4609955600,16.8927830700,A
3201,"KOWID02","Komorniki/Widokowa",52.3303769288,16.8183995929,B
1223,"BROW01","Browarna",52.3992266000,17.0181635400,A
2178,"BOPOL04","Bolechowo/Poligonowa",52.5431887900,16.9853288400,C
904,"LUPOD01","Luboń/Podgórna",52.3250799374,16.8793335721,B
4282,"CYKWI0101","Chyby/Kwiatowa",52.4582500000,16.7772500000,B
4288,"MERA02","Meissnera",52.4182665932,16.8659927348,A
2963,"KOKSW03","Komorniki/Ks.Wawrzyniaka",52.3473430700,16.8053317900,B
2871,"RYWI72","Rynek Wildecki",52.3930533961,16.9207137799,A
1965,"TPMAR01","Tarnowo Pdg/Marianowska",52.4549380500,16.7018251900,C
1699,"CMNA41","Cmentarna",52.3851815900,16.8390540000,A
3592,"KOJEZ04","Komorniki/Jeziorna",52.3289512252,16.8038191203,B
191,"WSPO42","Wspólna",52.3772857100,16.9074117500,A
1833,"DKSZK01","Dąbrówka/Szkoła",52.3760324300,16.7391836400,C
3350,"ZLOSI02","Złotniki/Osiedle",52.4887761100,16.8543785300,B
129,"MAGA42","Małe Garbary",52.4108894900,16.9372306700,A
2295,"KXZDB02","Komorniki gm.Kleszczewo/Zadęby",52.3419896800,17.1120038000,B
3895,"UNLU01","Unii Lubelskiej",52.3723874700,16.9496976300,A
1992,"SIKSZ02","Sierosław/Kasztanowa",52.4035058900,16.6744881500,C
1461,"KOSC02","Kościelna",52.4135688200,16.9046633600,A
1224,"BROW02","Browarna",52.3994165700,17.0184791300,A
4375,"BELAS03","Biernatki/Laskowa",52.2315338122,17.1032648391,C
702,"ZKSWI02","Zakrzewo/Świerkowa",52.3987123100,16.7160926900,C
2262,"KCROL02","Kicin/Rolna",52.4696196800,17.0257032400,B
3718,"DHOKE01","Dachowa/Okrężna",52.3038408100,17.0980993300,B
43,"PZEL42","Przełajowa",52.4251718300,16.9446484800,A
140,"SWMI41","Św. Michała",52.4090145800,16.9623295000,A
78,"DRZE41","Drzewieckiego",52.3968382200,16.8675472100,A
3923,"DEDAB02","Dębogóra/Dąbrówki",52.4985212224,17.0828698864,C
488,"SERB03","Serbska",52.4324866200,16.9455849500,A
4187,"KASTO02","Kamionki/Stokrotkowa",52.2904669500,16.9747117000,B
4337,"DNDYM01","Dymaczewo Nowe/",52.2297069989,16.7599891570,C
1627,"GLHE72","Głogowska/Hetmańska",52.3906050800,16.8948032700,A
2307,"KECME01","Krerowo/Cmentarz",52.2900075900,17.1844939200,B
2533,"ZASPA01","Zalasewo/Spacerowa",52.3826220000,17.0734990000,B
1377,"SWAC01","Św. Antoniego Cmentarz",52.3629986400,16.9379452500,A
1145,"ZAWA03","Zawady",52.4148157700,16.9571803800,A
4510,"FIEL01","Fieldorfa",52.4438163885,16.8599568914,A
2993,"RETM01","Retmańska",52.4783993335,16.7708064509,A
231,"RSTA45","Rondo Starołęka",52.3793126100,16.9426679000,A
1459,"URBA02","Urbanowska",52.4217549800,16.9196918200,A
537,"DOZD01","Dojazd",52.4356658500,16.9032891000,A
2383,"KCPRO02","Kicin/Prosta",52.4630817100,17.0071641900,B
3823,"UZKOL01","Uzarzewo/ Przejazd Kolejowy",52.4555779977,17.1205754609,C
4202,"PVPOL04","Pólko/",52.5223085543,16.4575328952,C
2372,"PTKOG02","Potasze/Klub Kogucik",52.5201399900,17.0046766400,C
696,"DOKOS01","Dopiewo/Kościół",52.3579512700,16.6763361100,C
2846,"ROSK03","Rondo Skubiszewskiego",52.3895752042,16.8544080476,A
1619,"CMEN02","Gnieźnieńska Cmentarz",52.4255898600,16.9946559500,A
1752,"GLSPO02","Głuchowo/Spokojna",52.3488527775,16.7725478434,C
2907,"DEKAS04","Dębogóra/Kasztanowa",52.4914314000,17.0959654100,C
2744,"RBSZE02","Robakowo/Szeroka",52.3068938600,17.0756328800,B
1974,"BTWID01","Batorowo/Widok",52.4218960000,16.7456260000,C
1501,"OSZO02","Os. Zodiak",52.3912530400,16.9883900100,A
2082,"CDBRZ02","Ceradz Dolny/Brzoza Huby",52.4246251400,16.5448342400,C
4399,"XNPET01","Konarskie/Pętla",52.2255104696,17.0352767445,C
1235,"BORO01","Borówki",52.3896412700,17.0317914200,A
2113,"TUOSP01","Tulce/Przylesie",52.3461490600,17.0621922600,B
3310,"LKSTO02","Lusówko/Storczyka",52.4179440000,16.6410270000,C
2624,"BJMJE02","Błażejewo/Mikołajczyka I",52.2172539400,17.0982873900,C
3564,"PNSTA02","Promno/Stacja",52.4720407732,17.2143302611,C
4403,"CNMIE01","Czmoniec/Miętowa",52.1773757961,17.0188663340,C
2222,"GWKAS02","Gowarzewo/Al. Kasztanowa",52.3576374500,17.1241345900,B
2722,"SSPKS01","Środa Wielkopolska/Dworzec PKS",52.2280971703,17.2669557322,C
1871,"MRGNI02","Mrowino/Gniewka",52.5153794900,16.7185506800,B
4138,"BEOSR01","Biernatki/Ośrodek",52.2217210000,17.1110350000,C
1680,"PONZ02","Polska",52.4204009500,16.8728458900,A
2749,"DHTEC02","Dachowa/Tęczowa",52.3017909213,17.0864707319,B
827,"DOWI02","Dolna Wilda",52.3696606600,16.9157519700,A
800,"ZAME02","Zamek",52.4085773200,16.9176634700,A
3154,"OJAG03","Os. Jagiellońskie",52.3941260000,16.9586210000,A
367,"WRTV02","Wieża RTV",52.4573215300,16.9041604300,A
3135,"ZLJAS01","Złotniki/Jaskółcza",52.4819244759,16.8539505631,B
775,"RYCE04","Rycerska",52.4040272400,16.8692931700,A
2356,"TPLIC02","Tarnowo Pdg/Liceum",52.4613648400,16.6511556000,C
525,"TRUS02","Truskawiecka",52.4428486200,16.8867695400,A
3598,"LUWSC02","Luboń/Wschodnia ",52.3434226895,16.8826392663,B
2046,"RUNOW02","Rumianek/Nowa I",52.4632074200,16.6385049000,C
425,"RUMA02","Rumiankowa",52.4758266200,16.9462312300,A
2376,"CEUGM03","Czerwonak/Urząd Gminy",52.4716828700,16.9888792100,B
1697,"ROSK42","Rondo Skubiszewskiego",52.3898352000,16.8538765600,A
187,"ROLN42","Rolna",52.3839405700,16.9183777900,A
3976,"DHCIS02","Dachowa/Cisowa",52.2919842055,17.0792690410,B
617,"BUZA02","Bużańska",52.4234695100,16.8663402700,A
2220,"GWJSN02","Gowarzewo/Jesienna",52.3553068900,17.1162356400,B
4037,"MELIS04","Mielno/Lisia",52.4905023414,17.0692486554,C
891,"PUZRO01","Puszczykowo/Źródlana",52.2932731600,16.8621866100,C
2456,"PKALT02","Paczkowo/Altanowa",52.4064900000,17.1656330000,C
4506,"DSSTO01","Dymaczewo Stare/Stokrotkowa",52.2248682933,16.7796609890,C
1452,"SLAS01","Śląska",52.4242723400,16.9092110800,A
1058,"KACZ01","Kacza",52.3804992200,16.8621902600,A
423,"WDNZ01","Widłakowa",52.4722248500,16.9474484300,A
407,"OSCH01","Os. Chrobrego",52.4523531300,16.9119273400,A
2213,"KZZON02","Koziegłowy/Żołnierzy Niezłomnych",52.4484847500,16.9842291500,B
998,"SYCO02","Sycowska I",52.3643397200,16.8390925000,A
598,"CZKA02","Człopska",52.4350790000,16.8155120000,A
753,"KRAS02","Kraszewskiego",52.4086350800,16.9018666600,A
4422,"LWJUT02","Lusowo/Jutrzenki",52.4425080000,16.6911770000,C
1210,"TERM01","Termalna",52.4091242700,16.9715842800,A
1784,"KNOSL02","Konarzewo/Os. 25-lecia",52.3345553200,16.7245063000,C
3986,"RYCE03","Rycerska",52.4047400000,16.8650610000,A
509,"LUSZ02","Lutycka Szpital",52.4403618500,16.9081700400,A
1418,"OBOH02","Os. Bohaterów II Wojny Światowej",52.3828974700,16.9475344600,A
27,"KURP42","Kurpińskiego",52.4507481400,16.9194124100,A
3155,"BRKA02","Brneńska",52.3935290000,16.9632550000,A
2119,"KXWEZ01","Koninko/Węzeł",52.3217818400,17.0300419400,B
1388,"STAW01","Starołęcka Wiadukt",52.3505683100,16.9208113400,A
4014,"TLLZA01","Trzcielin/Leśne Zacisze",52.3278593600,16.6722997200,C
2530,"ZAGLE02","Zalasewo/Glebowa",52.3895950000,17.0753630000,B
795,"ALSO01","Aleje Solidarności",52.4362053000,16.9200216900,A
86,"MODW71","Most Dworcowy",52.4040015200,16.9110290500,A
2197,"OWOGR01","Owińska/Gospodarstwo Ogrodnicze",52.5034255600,16.9758111100,C
2079,"CDOKR01","Ceradz Dolny/Okrężna",52.4259392600,16.5774834100,C
3306,"CDPOW01","Ceradz Dolny/Powstańców Wielkopolskich",52.4297049300,16.5826634500,C
2009,"BNKLO02","Baranowo/Klonowa",52.4441390000,16.7857500000,B
2681,"MIMIE02","Mieczewo/",52.2395817482,17.0076948585,C
2649,"BEDEB02","Biernatki/Dębiecka",52.2301879000,17.1034884900,C
2073,"JNPAL01","Jankowice/Pałac",52.4408779500,16.6172356000,C
1035,"JESI02","Jesionowa",52.3699119500,16.8928968800,A
4413,"DWDWO01","Dworzyska/",52.2250944128,17.0109710376,C
792,"OPW02","Os. Powstańców W-wy",52.4354680000,16.9137390000,A
2806,"TERM03","Termalna",52.4086748457,16.9724242820,A
4534,"KXLAZ02","Koninko/Lazurowa",52.3061693500,17.0206403000,B
4220,"PLJAR02","Plewiska/Jarzębinowa",52.3717300000,16.8321700000,B
751,"SZYL02","Szylinga",52.4078811500,16.9000950500,A
3645,"SDWPR01","Swarzędz/Węzeł Przesiadkowy",52.4043421144,17.0733955307,B
940,"LUPSI01","Luboń/Park Siewcy",52.3332823344,16.8894425031,B
1076,"KORD04","Kordeckiego",52.3872202000,16.8804214000,A
1940,"PMKRA01","Przeźmierowo/Krańcowa",52.4215714351,16.7874382249,B
1688,"UE71","Uniwersytet Ekonomiczny",52.4060300000,16.9169800000,A
20,"NADW41","Nad Wierzbakiem",52.4214233900,16.9080444000,A
3096,"ZKBUK04","Zakrzewo/Bukowska",52.4040466300,16.7171878100,C
2664,"SCPKM01","Szczodrzykowo/Kórnik PKM",52.2810362700,17.1047215800,C
3713,"KDBWI01","Kórnik/Bnin Witosa",52.2265947600,17.0917649000,C
2263,"KCROL01","Kicin/Rolna",52.4698016800,17.0257464600,B
60,"ZERO72","Żeromskiego",52.4155430100,16.8908253300,A
4452,"GOKA01","Golęcińska",52.4336990725,16.8835689928,A
1038,"BOWE02","Bohaterów Westerplatte",52.3710210800,16.8856858500,A
1927,"WYPKN02","Wysogotowo/Piękna",52.4059193300,16.7861267700,B
1320,"GLKO02","Głuszyna Kościół",52.3199695300,16.9510315300,A
2858,"TRLIP02","Trzek/Lipowa",52.3567844700,17.1704771500,B
855,"DNDYM02","Dymaczewo Nowe/",52.2288196900,16.7616387100,C
1068,"JUGO01","Jugosłowiańska",52.3911291500,16.8659712900,A
422,"WDNZ02","Widłakowa",52.4725384800,16.9472832300,A
2408,"SDRAC03","Swarzędz/Os. Raczyńskiego",52.3999340000,17.0647660000,B
900,"LULAS02","Luboń/Lasek",52.3216430000,16.8861590000,B
1462,"JEZY01","Jeżycka",52.4162073700,16.9058398300,A
1510,"KRGO01","Krzywoustego",52.3742028400,16.9812218200,A
15,"SLKA42","Słowiańska",52.4271177700,16.9192237100,A
1271,"ANST02","Antoninek PKM",52.4097310900,17.0293978700,A
481,"WIML02","Wilczy Młyn",52.4372446300,16.9532701500,A
673,"SKGIM02","Skórzewo/Kozierowskiego Szkoła",52.3907185500,16.7772333700,B
2446,"PKPOL02","Paczkowo/Polna",52.3927610000,17.1569530000,C
515,"OBOR02","Obornicka",52.4461120000,16.9081950000,A
2735,"RRAT06","Rondo Rataje",52.3962661800,16.9492635400,A
3889,"TADE41","Tadeuszak",52.3737400000,16.9523000000,A
2554,"PLL03","Port Lotniczy Ławica",52.4142302500,16.8284017000,A
1541,"SIEW02","Siewierska",52.3405578000,17.0054267300,A
1301,"KALIS02","Kamionki/Lisia",52.2840542800,17.0061699400,B
2557,"MGLES02","M. Goślina/Leśna",52.5654680500,16.9909090100,C
2338,"XOSZK01","Kobylnica/Szkoła",52.4480180000,17.0818760000,B
1738,"PLZCH02","Plewiska/Zachodnia",52.3693986600,16.8210504700,B
1961,"SWAUC01","Swadzim/Auchan",52.4390070100,16.7634412500,B
536,"WRSZ02","Wrzoska Szpitale",52.4379478400,16.9044367900,A
612,"TATR01","Tatrzańska",52.4295369100,16.8477457600,A
2111,"PRNA02","Przyjemna",52.3505610900,17.0412050800,A
1221,"ZIEM02","Ziemowita",52.4030322400,17.0199875800,A
